Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code,User,Time_of_Day,Date
12/12/2020 at 12:27:22 am EST,Crewmate,Loss,6,No,No,10m 38s,No,0.0,-,---,NA / DJTIHF,4,Night,12/12/2020
12/12/2020 at 12:10:33 am EST,Crewmate,Loss,7,No,No,19m 14s,No,1.0,-,---,NA / DJTIHF,4,Night,12/12/2020
12/11/2020 at 11:47:21 pm EST,Crewmate,Loss,5,No,Yes,14m 44s,No,0.0,-,---,NA / EHWMJF,4,Evening,12/11/2020
12/11/2020 at 11:28:42 pm EST,Crewmate,Win,7,Yes,Yes,11m 34s,No,1.0,06m 48s,++,NA / EHWMJF,4,Evening,12/11/2020
12/11/2020 at 11:15:41 pm EST,Crewmate,Loss,3,No,Yes,10m 09s,No,0.0,-,---,NA / EHWMJF,4,Evening,12/11/2020
12/11/2020 at 11:04:09 pm EST,Crewmate,Loss,1,No,No,04m 37s,Yes,0.0,-,,NA / EHWMJF,4,Evening,12/11/2020
12/11/2020 at 10:58:16 pm EST,Crewmate,Loss,4,No,No,06m 14s,No,0.0,-,---,NA / EHWMJF,4,Evening,12/11/2020
12/11/2020 at 10:48:59 pm EST,Crewmate,Win,1,No,No,01m 26s,No,0.0,-,,NA / OFYKKF,4,Evening,12/11/2020
12/11/2020 at 10:46:37 pm EST,Crewmate,Win,2,No,No,02m 01s,No,1.0,-,,NA / OFYKKF,4,Evening,12/11/2020
12/11/2020 at 10:43:14 pm EST,Crewmate,Win,2,No,No,07m 45s,No,0.0,-,++,NA / OFYKKF,4,Evening,12/11/2020
12/11/2020 at 10:23:32 pm EST,Crewmate,Win,2,No,No,02m 41s,No,0.0,-,,NA / OFYKKF,4,Evening,12/11/2020
12/11/2020 at 10:09:43 pm EST,Crewmate,Win,0,No,No,03m 59s,No,2.0,-,,NA / OFYKKF,4,Evening,12/11/2020
12/11/2020 at 1:50:09 am EST,Crewmate,Loss,4,No,Yes,06m 56s,No,0.0,-,---,NA / UGIVUF,4,Night,12/11/2020
12/11/2020 at 12:43:40 am EST,Crewmate,Win,7,Yes,No,10m 37s,No,0.0,10m 36s,++,NA / CZBSIF,4,Night,12/11/2020
12/11/2020 at 12:31:57 am EST,Crewmate,Win,7,Yes,Yes,14m 16s,No,1.0,09m 45s,++,NA / CZBSIF,4,Night,12/11/2020
12/10/2020 at 11:55:41 pm EST,Crewmate,Win,0,No,No,01m 06s,No,0.0,-,,NA / HATYVF,4,Evening,12/10/2020
12/10/2020 at 11:45:06 pm EST,Crewmate,Win,2,No,No,01m 37s,No,0.0,-,,NA / HATYVF,4,Evening,12/10/2020
12/10/2020 at 11:40:39 pm EST,Crewmate,Loss,7,Yes,Yes,10m 22s,No,0.0,07m 31s,--,NA / HATYVF,4,Evening,12/10/2020
12/10/2020 at 12:47:58 am EST,Crewmate,Win,4,No,No,06m 58s,No,1.0,-,++,NA / JLZNKF,4,Night,12/10/2020
12/10/2020 at 12:39:45 am EST,Crewmate,Loss,4,No,Yes,08m 21s,No,0.0,-,---,NA / JLZNKF,4,Night,12/10/2020
12/10/2020 at 12:29:40 am EST,Crewmate,Loss,3,No,No,07m 49s,No,1.0,-,---,NA / JLZNKF,4,Night,12/10/2020
12/09/2020 at 11:55:41 pm EST,Crewmate,Win,7,Yes,No,20m 44s,No,0.0,09m 57s,++,NA / JLZNKF,4,Evening,12/09/2020
12/09/2020 at 11:13:13 pm EST,Crewmate,Loss,7,Yes,Yes,14m 00s,No,0.0,13m 59s,--,NA / JLZNKF,4,Evening,12/09/2020
12/09/2020 at 10:58:26 pm EST,Crewmate,Win,7,Yes,Yes,16m 21s,No,1.0,10m 52s,++,NA / JLZNKF,4,Evening,12/09/2020
12/09/2020 at 10:41:31 pm EST,Crewmate,Win,4,No,No,12m 59s,No,2.0,-,++,NA / JLZNKF,4,Evening,12/09/2020
12/09/2020 at 10:22:40 pm EST,Crewmate,Win,1,No,No,01m 24s,No,0.0,-,,NA / KVMHBF,4,Evening,12/09/2020
12/09/2020 at 10:20:04 pm EST,Crewmate,Loss,6,Yes,Yes,12m 10s,No,0.0,05m 13s,--,NA / KVMHBF,4,Evening,12/09/2020
12/09/2020 at 9:37:19 pm EST,Crewmate,Loss,1,No,No,03m 27s,No,0.0,-,,NA / KVMHBF,4,Evening,12/09/2020
12/09/2020 at 9:30:00 pm EST,Crewmate,Loss,5,Yes,No,06m 17s,No,1.0,05m 04s,--,NA / KVMHBF,4,Evening,12/09/2020
12/09/2020 at 9:20:02 pm EST,Crewmate,Loss,4,No,No,10m 02s,No,1.0,-,---,NA / KVMHBF,4,Evening,12/09/2020
12/09/2020 at 8:58:27 pm EST,Crewmate,Loss,4,No,Yes,07m 57s,No,1.0,-,---,NA / EDSDIF,4,Evening,12/09/2020
12/07/2020 at 11:49:42 pm EST,Crewmate,Loss,4,No,Yes,04m 43s,No,0.0,-,,NA / ZBBIUF,4,Evening,12/07/2020
12/07/2020 at 11:44:11 pm EST,Crewmate,Loss,2,No,Yes,03m 58s,No,0.0,-,,NA / ZBBIUF,4,Evening,12/07/2020
12/07/2020 at 11:38:03 pm EST,Crewmate,Loss,5,No,No,08m 58s,No,1.0,-,---,NA / ZBBIUF,4,Evening,12/07/2020
12/07/2020 at 11:26:33 pm EST,Crewmate,Loss,7,Yes,Yes,12m 40s,No,0.0,08m 56s,--,NA / ZBBIUF,4,Evening,12/07/2020
12/07/2020 at 11:12:47 pm EST,Crewmate,Win,7,Yes,No,12m 24s,No,3.0,10m 12s,++,NA / ZBBIUF,4,Evening,12/07/2020
12/07/2020 at 10:54:26 pm EST,Crewmate,Win,4,No,No,04m 09s,No,0.0,01m 56s,,NA / ELFJBF,4,Evening,12/07/2020
12/06/2020 at 11:54:12 pm EST,Crewmate,Win,7,Yes,Yes,14m 06s,No,0.0,10m 23s,++,NA / EXXLIF,4,Evening,12/06/2020
12/06/2020 at 11:38:16 pm EST,Crewmate,Loss,8,Yes,No,10m 11s,No,0.0,09m 56s,--,NA / EXXLIF,4,Evening,12/06/2020
12/06/2020 at 11:26:33 pm EST,Crewmate,Loss,5,No,Yes,07m 17s,No,0.0,-,---,NA / EXXLIF,4,Evening,12/06/2020
12/06/2020 at 11:07:19 pm EST,Crewmate,Loss,5,No,No,10m 17s,No,0.0,-,---,NA / EXXLIF,4,Evening,12/06/2020
12/06/2020 at 10:51:47 pm EST,Crewmate,Loss,8,Yes,No,13m 30s,No,0.0,07m 44s,--,NA / EXXLIF,4,Evening,12/06/2020
12/06/2020 at 10:35:18 pm EST,Crewmate,Loss,5,No,No,10m 34s,No,0.0,-,---,NA / EXXLIF,4,Evening,12/06/2020
12/06/2020 at 10:23:55 pm EST,Crewmate,Loss,4,No,No,07m 49s,No,1.0,-,---,NA / EXXLIF,4,Evening,12/06/2020
12/06/2020 at 10:15:16 pm EST,Crewmate,Win,8,Yes,No,11m 21s,No,2.0,08m 22s,++,NA / EXXLIF,4,Evening,12/06/2020
12/06/2020 at 10:03:04 pm EST,Crewmate,Win,8,Yes,Yes,16m 33s,No,1.0,08m 18s,++,NA / EXXLIF,4,Evening,12/06/2020
12/06/2020 at 9:41:38 pm EST,Crewmate,Win,4,No,No,10m 44s,No,1.0,-,++,NA / GKIYDF,4,Evening,12/06/2020
12/06/2020 at 9:28:24 pm EST,Crewmate,Loss,7,Yes,Yes,13m 11s,No,0.0,09m 00s,--,NA / GKIYDF,4,Evening,12/06/2020
12/06/2020 at 8:53:43 pm EST,Crewmate,Win,3,No,No,07m 06s,No,0.0,-,++,NA / PNSEMF,4,Evening,12/06/2020
12/06/2020 at 8:37:38 pm EST,Crewmate,Win,4,No,Yes,11m 13s,No,0.0,03m 53s,++,NA / PNSEMF,4,Evening,12/06/2020
12/06/2020 at 8:21:10 pm EST,Crewmate,Win,1,No,Yes,02m 03s,No,0.0,-,,NA / PNSEMF,4,Evening,12/06/2020
12/05/2020 at 12:52:26 am EST,Crewmate,Loss,3,No,No,11m 43s,No,4.0,-,---,Europe / QFGWWQ,4,Night,12/05/2020
12/05/2020 at 12:39:48 am EST,Crewmate,Win,6,No,Yes,13m 00s,No,0.0,-,++,Europe / QFGWWQ,4,Night,12/05/2020
12/04/2020 at 10:50:09 pm EST,Crewmate,Win,2,No,No,00m 57s,No,0.0,-,,NA / ITHWCF,4,Evening,12/04/2020
12/04/2020 at 10:46:18 pm EST,Crewmate,Loss,4,No,No,12m 47s,Yes,0.0,-,---,NA / HWMXGF,4,Evening,12/04/2020
12/04/2020 at 10:32:10 pm EST,Crewmate,Loss,8,Yes,Yes,17m 59s,No,0.0,12m 04s,--,NA / HWMXGF,4,Evening,12/04/2020
12/04/2020 at 10:09:50 pm EST,Crewmate,Loss,3,No,No,09m 23s,Yes,2.0,-,---,NA / HWMXGF,4,Evening,12/04/2020
12/03/2020 at 11:59:01 pm EST,Crewmate,Loss,4,No,No,02m 11s,No,1.0,-,,NA / TZLCBF,4,Evening,12/03/2020
12/12/2020 at 11:05:45 pm EST,Crewmate,Win,7,Yes,Yes,17m 26s,No,0.0,09m 48s,++,Europe / PBLKRQ,5,Evening,12/12/2020
12/12/2020 at 10:47:50 pm EST,Crewmate,Win,6,No,No,09m 24s,No,2.0,-,++,Europe / PBLKRQ,5,Evening,12/12/2020
12/12/2020 at 10:37:41 pm EST,Crewmate,Loss,7,Yes,No,15m 35s,No,0.0,11m 34s,--,Europe / PBLKRQ,5,Evening,12/12/2020
12/12/2020 at 9:54:36 pm EST,Crewmate,Win,7,Yes,No,13m 06s,No,1.0,06m 13s,++,Europe / PBLKRQ,5,Evening,12/12/2020
12/12/2020 at 9:35:23 pm EST,Crewmate,Win,2,No,Yes,20m 04s,No,0.0,-,++,Europe / PBLKRQ,5,Evening,12/12/2020
12/12/2020 at 8:47:47 pm EST,Crewmate,Loss,3,No,No,05m 07s,No,0.0,-,---,Europe / PBLKRQ,5,Evening,12/12/2020
12/12/2020 at 8:39:42 pm EST,Crewmate,Win,7,Yes,No,22m 07s,No,2.0,15m 48s,++,Europe / PBLKRQ,5,Evening,12/12/2020
12/12/2020 at 12:53:19 pm EST,Crewmate,Win,8,Yes,No,12m 54s,No,2.0,10m 14s,++,Europe / IZNRMF,5,Morning,12/12/2020
12/12/2020 at 12:38:09 pm EST,Crewmate,Win,6,No,Yes,09m 48s,No,0.0,-,++,Europe / IZNRMF,5,Morning,12/12/2020
12/11/2020 at 8:08:14 pm EST,Crewmate,Win,8,Yes,No,09m 12s,No,1.0,08m 53s,++,NA / OFTOOF,5,Evening,12/11/2020
12/11/2020 at 7:50:34 pm EST,Crewmate,Loss,4,No,Yes,06m 13s,No,0.0,-,---,NA / OFTOOF,5,Evening,12/11/2020
12/11/2020 at 7:41:09 pm EST,Crewmate,Loss,2,No,Yes,07m 56s,No,1.0,-,---,NA / OFTOOF,5,Evening,12/11/2020
12/11/2020 at 7:31:56 pm EST,Crewmate,Loss,3,No,Yes,06m 07s,No,0.0,-,---,NA / OFTOOF,5,Evening,12/11/2020
12/11/2020 at 7:20:40 pm EST,Crewmate,Win,4,No,No,09m 26s,No,1.0,-,++,NA / OFTOOF,5,Evening,12/11/2020
12/11/2020 at 7:08:56 pm EST,Crewmate,Win,4,No,No,03m 48s,No,1.0,-,,NA / OFTOOF,5,Evening,12/11/2020
12/10/2020 at 11:31:46 pm EST,Crewmate,Loss,6,No,Yes,09m 10s,No,0.0,-,---,NA / EYNONF,5,Evening,12/10/2020
12/10/2020 at 11:21:15 pm EST,Crewmate,Win,8,Yes,Yes,15m 23s,No,0.0,06m 30s,++,NA / EYNONF,5,Evening,12/10/2020
12/10/2020 at 11:03:54 pm EST,Crewmate,Loss,1,No,Yes,18m 04s,No,0.0,-,---,NA / EYNONF,5,Evening,12/10/2020
12/10/2020 at 10:41:42 pm EST,Crewmate,Win,1,No,Yes,18m 25s,No,0.0,-,++,NA / EYNONF,5,Evening,12/10/2020
12/10/2020 at 10:22:10 pm EST,Crewmate,Win,7,No,Yes,11m 50s,No,0.0,-,++,NA / EYNONF,5,Evening,12/10/2020
12/10/2020 at 7:46:18 pm EST,Crewmate,Loss,0,No,No,03m 51s,No,0.0,-,,NA / EDHDFF,5,Evening,12/10/2020
12/10/2020 at 7:40:43 pm EST,Crewmate,Loss,0,No,Yes,05m 37s,No,0.0,-,,NA / EDHDFF,5,Evening,12/10/2020
12/10/2020 at 7:31:58 pm EST,Crewmate,Loss,0,No,Yes,07m 09s,No,0.0,-,,NA / EDHDFF,5,Evening,12/10/2020
12/10/2020 at 7:12:55 pm EST,Crewmate,Loss,3,No,Yes,16m 22s,No,0.0,-,---,Europe / SZUNSF,5,Evening,12/10/2020
12/10/2020 at 6:54:25 pm EST,Crewmate,Loss,3,No,Yes,08m 39s,No,0.0,-,---,Europe / SZUNSF,5,Afternoon,12/10/2020
12/10/2020 at 6:33:16 pm EST,Crewmate,Win,8,Yes,Yes,16m 12s,No,1.0,10m 10s,++,Europe / HEDEZF,5,Afternoon,12/10/2020
12/10/2020 at 6:15:20 pm EST,Crewmate,Loss,8,Yes,No,13m 03s,No,0.0,12m 26s,--,Europe / HEDEZF,5,Afternoon,12/10/2020
12/09/2020 at 7:33:24 pm EST,Crewmate,Loss,8,Yes,Yes,21m 47s,No,0.0,06m 27s,--,Europe / JVTJWQ,5,Evening,12/09/2020
12/09/2020 at 6:36:44 pm EST,Crewmate,Loss,3,No,No,08m 39s,No,1.0,-,---,Europe / JVTJWQ,5,Afternoon,12/09/2020
12/09/2020 at 6:26:43 pm EST,Crewmate,Win,7,No,No,09m 57s,No,1.0,-,++,Europe / JVTJWQ,5,Afternoon,12/09/2020
12/09/2020 at 6:14:32 pm EST,Crewmate,Loss,8,Yes,Yes,13m 56s,No,0.0,08m 26s,--,Europe / JVTJWQ,5,Afternoon,12/09/2020
12/13/2020 at 2:56:23 am EST,Crewmate,Win,6,Yes,No,12m 29s,No,1.0,05m 18s,++,NA / GMRDVF,6,Night,12/13/2020
12/13/2020 at 2:42:54 am EST,Crewmate,Loss,2,No,Yes,07m 52s,No,0.0,-,---,NA / GMRDVF,6,Night,12/13/2020
12/11/2020 at 6:02:08 pm EST,Crewmate,Win,0,No,No,05m 24s,No,0.0,-,,NA / LTRPDF,6,Afternoon,12/11/2020
12/11/2020 at 5:41:04 pm EST,Crewmate,Win,0,No,No,02m 22s,No,0.0,-,,NA / DYUQBF,6,Afternoon,12/11/2020
12/11/2020 at 5:30:32 pm EST,Crewmate,Loss,0,No,No,05m 48s,No,1.0,-,,NA / EFZTJF,6,Afternoon,12/11/2020
12/11/2020 at 5:17:50 pm EST,Crewmate,Win,1,No,No,05m 57s,No,0.0,-,++,Europe / MCFLCF,6,Afternoon,12/11/2020
12/11/2020 at 4:15:06 pm EST,Crewmate,Win,3,No,Yes,19m 34s,No,0.0,-,++,Europe / BFRJCF,6,Afternoon,12/11/2020
12/11/2020 at 3:49:31 pm EST,Crewmate,Loss,7,Yes,Yes,13m 15s,No,0.0,05m 50s,--,Europe / BFRJCF,6,Afternoon,12/11/2020
12/11/2020 at 3:30:33 pm EST,Crewmate,Win,5,No,No,13m 16s,No,0.0,-,++,Europe / BFRJCF,6,Afternoon,12/11/2020
12/11/2020 at 3:10:56 pm EST,Crewmate,Win,3,No,Yes,11m 00s,No,0.0,-,++,Europe / BFRJCF,6,Afternoon,12/11/2020
12/11/2020 at 2:53:26 pm EST,Crewmate,Win,7,Yes,No,18m 01s,No,1.0,11m 32s,++,Europe / BFRJCF,6,Afternoon,12/11/2020
12/11/2020 at 1:46:28 pm EST,Crewmate,Win,7,Yes,Yes,19m 25s,No,0.0,14m 58s,++,Europe / ONSJWQ,6,Afternoon,12/11/2020
12/11/2020 at 1:24:56 pm EST,Crewmate,Win,4,No,No,08m 42s,No,0.0,-,++,Europe / ONSJWQ,6,Afternoon,12/11/2020
12/11/2020 at 1:07:38 pm EST,Crewmate,Win,3,No,No,08m 27s,No,0.0,-,++,NA / NNNSXQ,6,Afternoon,12/11/2020
12/11/2020 at 12:57:31 pm EST,Crewmate,Win,7,Yes,Yes,12m 54s,No,0.0,12m 30s,++,NA / NNNSXQ,6,Morning,12/11/2020
12/11/2020 at 12:28:35 pm EST,Crewmate,Loss,2,No,No,04m 54s,No,0.0,-,,NA / NNNSXQ,6,Morning,12/11/2020
12/11/2020 at 12:13:57 pm EST,Crewmate,Win,7,Yes,No,09m 09s,No,0.0,05m 18s,++,NA / NNNSXQ,6,Morning,12/11/2020
12/11/2020 at 12:02:53 pm EST,Crewmate,Loss,7,Yes,Yes,14m 07s,No,0.0,04m 27s,--,NA / NNNSXQ,6,Morning,12/11/2020
12/11/2020 at 1:03:02 am EST,Crewmate,Loss,7,Yes,Yes,14m 12s,No,0.0,09m 29s,--,NA / EYNONF,6,Night,12/11/2020
12/11/2020 at 12:29:49 am EST,Crewmate,Loss,7,Yes,Yes,14m 18s,No,0.0,10m 26s,--,NA / EYNONF,6,Night,12/11/2020
12/11/2020 at 12:09:00 am EST,Crewmate,Loss,3,No,Yes,08m 20s,No,0.0,-,---,NA / EYNONF,6,Night,12/11/2020
12/10/2020 at 11:59:36 pm EST,Crewmate,Loss,7,No,Yes,05m 49s,No,0.0,-,---,NA / EYNONF,6,Evening,12/10/2020
12/10/2020 at 11:50:30 pm EST,Crewmate,Win,8,Yes,No,16m 56s,No,0.0,06m 22s,++,NA / EYNONF,6,Evening,12/10/2020
12/10/2020 at 11:31:45 pm EST,Crewmate,Loss,2,No,Yes,09m 11s,No,0.0,-,---,NA / EYNONF,6,Evening,12/10/2020
12/10/2020 at 11:21:14 pm EST,Crewmate,Loss,8,Yes,Yes,15m 07s,No,0.0,06m 13s,--,NA / EYNONF,6,Evening,12/10/2020
12/10/2020 at 11:03:53 pm EST,Crewmate,Loss,8,Yes,No,17m 37s,No,0.0,17m 00s,--,NA / EYNONF,6,Evening,12/10/2020
12/10/2020 at 10:41:41 pm EST,Crewmate,Win,8,Yes,No,18m 21s,No,0.0,16m 52s,++,NA / EYNONF,6,Evening,12/10/2020
12/10/2020 at 10:22:06 pm EST,Crewmate,Win,8,Yes,No,11m 36s,No,1.0,02m 06s,++,NA / EYNONF,6,Evening,12/10/2020
12/10/2020 at 10:07:59 pm EST,Crewmate,Loss,6,No,Yes,16m 46s,No,0.0,-,---,NA / EYNONF,6,Evening,12/10/2020
12/10/2020 at 9:45:33 pm EST,Crewmate,Loss,1,No,Yes,08m 19s,No,0.0,-,---,NA / EYNONF,6,Evening,12/10/2020
12/10/2020 at 9:19:47 pm EST,Crewmate,Loss,8,Yes,Yes,13m 49s,No,0.0,09m 45s,--,NA / EYNONF,6,Evening,12/10/2020
12/10/2020 at 9:03:58 pm EST,Crewmate,Win,2,No,No,07m 38s,No,0.0,-,++,NA / EYNONF,6,Evening,12/10/2020
12/10/2020 at 8:53:42 pm EST,Crewmate,Win,5,No,Yes,10m 13s,No,0.0,-,++,NA / EYNONF,6,Evening,12/10/2020
12/10/2020 at 8:38:00 pm EST,Crewmate,Loss,8,Yes,Yes,14m 29s,No,0.0,03m 24s,--,NA / EXIYDF,6,Evening,12/10/2020
12/10/2020 at 8:22:34 pm EST,Crewmate,Win,2,No,No,01m 13s,No,0.0,-,,NA / EXIYDF,6,Evening,12/10/2020
12/10/2020 at 8:19:00 pm EST,Crewmate,Win,1,No,No,01m 31s,No,0.0,-,,NA / EXIYDF,6,Evening,12/10/2020
12/10/2020 at 8:14:25 pm EST,Crewmate,Loss,8,Yes,Yes,11m 33s,No,0.0,10m 53s,--,NA / EXIYDF,6,Evening,12/10/2020
12/10/2020 at 12:01:51 am EST,Crewmate,Loss,4,No,No,07m 10s,No,0.0,-,---,Europe / BNDUNF,6,Night,12/10/2020
12/09/2020 at 11:52:20 pm EST,Crewmate,Loss,8,Yes,Yes,20m 19s,No,1.0,16m 56s,--,Europe / BNDUNF,6,Evening,12/09/2020
12/09/2020 at 11:29:40 pm EST,Crewmate,Loss,3,No,Yes,10m 20s,No,0.0,-,---,Europe / BNDUNF,6,Evening,12/09/2020
12/09/2020 at 11:18:11 pm EST,Crewmate,Loss,8,Yes,Yes,13m 03s,No,0.0,12m 28s,--,Europe / BNDUNF,6,Evening,12/09/2020
12/09/2020 at 11:04:04 pm EST,Crewmate,Win,6,No,Yes,14m 01s,No,0.0,-,++,Europe / BNDUNF,6,Evening,12/09/2020
12/09/2020 at 10:48:57 pm EST,Crewmate,Loss,8,Yes,Yes,16m 18s,No,0.0,09m 00s,--,Europe / BNDUNF,6,Evening,12/09/2020
12/09/2020 at 10:28:25 pm EST,Crewmate,Win,6,No,No,12m 58s,No,0.0,-,++,Europe / BNDUNF,6,Evening,12/09/2020
12/09/2020 at 10:13:28 pm EST,Crewmate,Win,4,No,No,14m 59s,No,0.0,-,++,Europe / BNDUNF,6,Evening,12/09/2020
12/09/2020 at 9:48:16 pm EST,Crewmate,Win,8,Yes,No,11m 27s,No,0.0,08m 13s,++,Europe / EUUZDF,6,Evening,12/09/2020
12/09/2020 at 9:32:09 pm EST,Crewmate,Loss,8,Yes,Yes,21m 55s,No,0.0,08m 44s,--,Europe / EUUZDF,6,Evening,12/09/2020
12/09/2020 at 9:06:42 pm EST,Crewmate,Loss,8,Yes,No,12m 42s,No,0.0,07m 24s,--,Europe / EUUZDF,6,Evening,12/09/2020
12/09/2020 at 8:35:52 pm EST,Crewmate,Loss,7,No,Yes,07m 07s,No,0.0,-,---,Europe / FWBHCF,6,Evening,12/09/2020
12/09/2020 at 8:26:46 pm EST,Crewmate,Win,8,Yes,Yes,13m 24s,No,0.0,09m 11s,++,Europe / FWBHCF,6,Evening,12/09/2020
12/08/2020 at 9:31:17 pm EST,Crewmate,Loss,8,Yes,No,07m 46s,No,1.0,07m 46s,--,Europe / RLNKUF,6,Evening,12/08/2020
12/06/2020 at 8:26:17 pm EST,Crewmate,Loss,8,Yes,Yes,10m 59s,No,0.0,10m 04s,--,Europe / DSYWJF,6,Evening,12/06/2020
12/06/2020 at 8:12:36 pm EST,Crewmate,Win,7,No,Yes,13m 10s,No,0.0,-,++,Europe / DSYWJF,6,Evening,12/06/2020
12/06/2020 at 7:38:03 pm EST,Crewmate,Win,1,No,Yes,05m 13s,No,0.0,-,++,Europe / DSYWJF,6,Evening,12/06/2020
12/06/2020 at 7:28:13 pm EST,Crewmate,Loss,8,Yes,Yes,13m 10s,No,0.0,09m 00s,--,Europe / DSYWJF,6,Evening,12/06/2020
12/06/2020 at 7:14:08 pm EST,Crewmate,Win,8,Yes,No,19m 05s,No,0.0,09m 10s,++,Europe / DSYWJF,6,Evening,12/06/2020
12/06/2020 at 6:22:06 pm EST,Crewmate,Win,5,No,No,16m 11s,No,0.0,-,++,Europe / DSYWJF,6,Afternoon,12/06/2020
12/06/2020 at 12:45:51 pm EST,Crewmate,Loss,7,Yes,Yes,14m 42s,No,0.0,11m 13s,--,Europe / HRGJOF,6,Morning,12/06/2020
12/06/2020 at 12:30:44 pm EST,Crewmate,Win,3,No,Yes,10m 32s,No,0.0,-,++,Europe / HRGJOF,6,Morning,12/06/2020
12/06/2020 at 12:18:19 pm EST,Crewmate,Win,7,Yes,Yes,12m 46s,No,0.0,10m 55s,++,Europe / HRGJOF,6,Morning,12/06/2020
12/06/2020 at 11:57:54 am EST,Crewmate,Loss,3,No,Yes,05m 28s,No,0.0,-,---,Europe / HRGJOF,6,Morning,12/06/2020
12/06/2020 at 11:51:32 am EST,Crewmate,Win,7,Yes,No,14m 13s,No,0.0,10m 06s,++,Europe / HRGJOF,6,Morning,12/06/2020
12/06/2020 at 11:18:27 am EST,Crewmate,Win,7,Yes,No,12m 07s,No,0.0,07m 05s,++,Europe / HRGJOF,6,Morning,12/06/2020
12/06/2020 at 11:04:57 am EST,Crewmate,Win,5,No,No,08m 37s,No,0.0,-,++,Europe / HRGJOF,6,Morning,12/06/2020
12/06/2020 at 10:34:14 am EST,Crewmate,Win,8,Yes,Yes,16m 21s,No,0.0,10m 54s,++,Europe / RHZBNF,6,Morning,12/06/2020
12/06/2020 at 10:13:12 am EST,Crewmate,Win,5,No,Yes,06m 28s,No,0.0,-,++,Europe / RHZBNF,6,Morning,12/06/2020
12/06/2020 at 10:05:37 am EST,Crewmate,Win,8,Yes,No,18m 02s,No,1.0,17m 17s,++,Europe / RHZBNF,6,Morning,12/06/2020
12/05/2020 at 11:45:52 pm EST,Crewmate,Loss,8,Yes,Yes,23m 32s,No,0.0,10m 31s,--,Europe / RUFQCF,6,Evening,12/05/2020
12/05/2020 at 11:16:08 pm EST,Crewmate,Loss,8,Yes,Yes,14m 42s,No,0.0,09m 20s,--,Europe / RUFQCF,6,Evening,12/05/2020
12/05/2020 at 10:56:16 pm EST,Crewmate,Loss,6,No,No,15m 39s,No,0.0,-,---,Europe / RUFQCF,6,Evening,12/05/2020
12/05/2020 at 10:36:46 pm EST,Crewmate,Win,7,Yes,Yes,15m 48s,No,0.0,15m 18s,++,Europe / WHOYGF,6,Evening,12/05/2020
12/05/2020 at 10:19:58 pm EST,Crewmate,Win,7,Yes,Yes,18m 02s,No,0.0,14m 01s,++,Europe / WHOYGF,6,Evening,12/05/2020
12/05/2020 at 9:41:35 pm EST,Crewmate,Win,4,No,No,13m 26s,No,0.0,-,++,Europe / WHOYGF,6,Evening,12/05/2020
12/05/2020 at 9:23:02 pm EST,Crewmate,Loss,7,Yes,Yes,14m 58s,No,0.0,05m 34s,--,Europe / WHOYGF,6,Evening,12/05/2020
12/05/2020 at 9:07:07 pm EST,Crewmate,Win,6,No,No,07m 53s,No,0.0,-,++,Europe / WHOYGF,6,Evening,12/05/2020
12/05/2020 at 8:56:02 pm EST,Crewmate,Win,7,Yes,Yes,16m 32s,No,0.0,16m 29s,++,Europe / WHOYGF,6,Evening,12/05/2020
12/05/2020 at 8:31:55 pm EST,Crewmate,Win,7,Yes,Yes,17m 03s,No,0.0,14m 02s,++,Europe / WHOYGF,6,Evening,12/05/2020
12/05/2020 at 6:17:53 pm EST,Crewmate,Win,6,No,No,05m 06s,No,0.0,-,++,NA / BODLCF,6,Afternoon,12/05/2020
12/05/2020 at 6:11:55 pm EST,Crewmate,Win,2,No,No,06m 39s,No,0.0,-,++,NA / BODLCF,6,Afternoon,12/05/2020
12/05/2020 at 6:04:31 pm EST,Crewmate,Win,8,Yes,No,10m 15s,No,0.0,10m 14s,++,NA / BODLCF,6,Afternoon,12/05/2020
